"","MovieID","title","year","genres","Action","Adventure","Animation","Children","Comedy","Crime","Documentary","Drama","Fantasy","Film-Noir","Horror","Musical","Mystery","Romance","Sci-Fi","Thriller","War","Western"
"31","1721","Titanic (1997)","1997","Drama|Romance",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"32","1858","Mr. Nice Guy (1997)","1997","Action|Comedy",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"33","212","Bushwhacked (1995)","1995","Comedy",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"34","3048","Under the Rainbow (1981)","1981","Comedy",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"35","1659","Hurricane Streets (1998)","1998","Drama",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"36","2709","Muppets From Space (1999)","1999","Children's|Comedy",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"37","558","Pagemaster, The (1994)","1994","Action|Adventure|Animation|Children's|Fantasy",1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"38","1963","Take the Money and Run (1969)","1969","Comedy",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"39","376","River Wild, The (1994)","1994","Action|Thriller",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"40","2960","Beefcake (1999)","1999","Drama",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"41","1183","English Patient, The (1996)","1996","Drama|Romance|War",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
"42","2660","Thing From Another World, The (1951)","1951","Sci-Fi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"43","2606","Idle Hands (1999)","1999","Comedy|Horror",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"44","3761","Blood In, Blood Out (a.k.a. Bound by Honor) (1993)","1993","Crime|Drama",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"45","1867","Tarzan and the Lost City (1998)","1998","Action|Adventure",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"46","916","Roman Holiday (1953)","1953","Comedy|Romance",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"47","3053","Messenger: The Story of Joan of Arc, The (1999)","1999","Drama|War",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"48","1934","You Can't Take It With You (1938)","1938","Comedy",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"49","1060","Swingers (1996)","1996","Comedy|Drama",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"50","3039","Trading Places (1983)","1983","Comedy",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"51","3072","Moonstruck (1987)","1987","Comedy",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"52","311","Relative Fear (1994)","1994","Horror|Thriller",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"53","3275","Boondock Saints, The (1999)","1999","Action|Comedy",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"54","1267","Manchurian Candidate, The (1962)","1962","Film-Noir|Thriller",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"55","167","Feast of July (1995)","1995","Drama",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"56","218","Boys on the Side (1995)","1995","Comedy|Drama",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"57","1333","Birds, The (1963)","1963","Horror",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"58","2697","My Son the Fanatic (1998)","1998","Comedy|Drama|Romance",0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
"59","2188","54 (1998)","1998","Drama",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"60","591","Tough and Deadly (1995)","1995","Action|Drama|Thriller",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"61","1644","I Know What You Did Last Summer (1997)","1997","Horror|Mystery|Thriller",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
"62","142","Shadows (Cienie) (1988)","1988","Drama",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"63","730","Low Life, The (1994)","1994","Drama",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"64","2975","Best Man, The (1999)","1999","Drama",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"65","154","Belle de jour (1967)","1967","Drama",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"66","296","Pulp Fiction (1994)","1994","Crime|Drama",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"67","279","My Family (1995)","1995","Drama",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"68","1522","Ripe (1996)","1996","Drama",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"69","41","Richard III (1995)","1995","Drama|War",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"70","2547","Harvest (1998)","1998","Drama",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"71","2206","Suspicion (1941)","1941","Mystery|Thriller",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"72","318","Shawshank Redemption, The (1994)","1994","Drama",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"73","3363","American Graffiti (1973)","1973","Comedy|Drama",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"74","2644","Dracula (1931)","1931","Horror",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"75","3256","Patriot Games (1992)","1992","Action|Thriller",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"76","3746","Butterfly (La Lengua de las Mariposas) (2000)","2000","Drama|War",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"77","2890","Three Kings (1999)","1999","Drama|War",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"78","2863","Hard Day's Night, A (1964)","1964","Comedy|Musical",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"79","2572","10 Things I Hate About You (1999)","1999","Comedy|Romance",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"80","2714","Wood, The (1999)","1999","Drama",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"81","3179","Angela's Ashes (1999)","1999","Drama",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"82","1200","Aliens (1986)","1986","Action|Sci-Fi|Thriller|War",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
"83","761","Phantom, The (1996)","1996","Adventure",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"84","3349","Perils of Pauline, The (1947)","1947","Comedy",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"85","377","Speed (1994)","1994","Action|Romance|Thriller",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"86","3946","Get Carter (2000)","2000","Action|Drama|Thriller",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"87","2101","Squanto: A Warrior's Tale (1994)","1994","Adventure|Drama",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"88","2150","Gods Must Be Crazy, The (1980)","1980","Comedy",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"89","519","Robocop 3 (1993)","1993","Sci-Fi|Thriller",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"90","13","Balto (1995)","1995","Animation|Children's",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"91","2185","I Confess (1953)","1953","Thriller",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"92","2106","Swing Kids (1993)","1993","Drama|War",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"93","1987","Prom Night (1980)","1980","Horror",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"94","764","Heavy (1995)","1995","Drama|Romance",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"95","2525","Alligator (1980)","1980","Action|Horror|Sci-Fi",1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"96","1352","Albino Alligator (1996)","1996","Crime|Thriller",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"97","3418","Thelma & Louise (1991)","1991","Action|Drama",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"98","1128","Fog, The (1980)","1980","Horror",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"99","3044","Dead Again (1991)","1991","Mystery|Romance|Thriller",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
"100","1018","That Darn Cat! (1965)","1965","Children's|Comedy|Mystery",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"101","2653","Son of Dracula (1943)","1943","Horror",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"102","3099","Shampoo (1975)","1975","Comedy|Romance",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"103","2407","Cocoon (1985)","1985","Comedy|Sci-Fi",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"104","1475","Kama Sutra: A Tale of Love (1996)","1996","Romance",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"105","3426","Jungle Fever (1991)","1991","Drama|Romance",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"106","676","They Bite (1996)","1996","Drama",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"107","2237","Without Limits (1998)","1998","Drama",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"108","1149","JLG/JLG - autoportrait de décembre (1994)","1994","Documentary|Drama",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"109","3298","Boiler Room (2000)","2000","Drama",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"110","1103","Rebel Without a Cause (1955)","1955","Drama",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"111","1545","Ponette (1996)","1996","Drama",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"112","2002","Lethal Weapon 3 (1992)","1992","Action|Comedy|Crime|Drama",1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"113","1538","Second Jungle Book: Mowgli & Baloo, The (1997)","1997","Adventure|Children's",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"114","483","King of the Hill (1993)","1993","Drama",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"115","2183","Man Who Knew Too Much, The (1956)","1956","Thriller",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"116","3803","Greaser's Palace (1972)","1972","Drama",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"117","3130","Bonfire of the Vanities (1990)","1990","Comedy",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"118","1982","Halloween (1978)","1978","Horror",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"119","1939","Best Years of Our Lives, The (1946)","1946","Drama|War",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"120","1124","On Golden Pond (1981)","1981","Drama",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"121","166","Doom Generation, The (1995)","1995","Comedy|Drama",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"122","3788","Blowup (1966)","1966","Drama|Mystery",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"123","1090","Platoon (1986)","1986","Drama|War",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"124","3214","American Flyers (1985)","1985","Drama",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"125","3318","Deterrence (1998)","1998","Thriller",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"126","1408","Last of the Mohicans, The (1992)","1992","Action|Romance|War",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"127","2352","Big Chill, The (1983)","1983","Comedy|Drama",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"128","613","Jane Eyre (1996)","1996","Drama|Romance",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"129","2446","In Dreams (1999)","1999","Thriller",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"130","2842","Best Laid Plans (1999)","1999","Crime|Drama",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"131","128","Jupiter's Wife (1994)","1994","Documentary",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"132","2328","Vampires (1998)","1998","Horror",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"133","694","Substitute, The (1996)","1996","Action",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"134","2050","Herbie Goes Bananas (1980)","1980","Adventure|Children's|Comedy",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"135","2930","Return with Honor (1998)","1998","Documentary",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"136","3450","Grumpy Old Men (1993)","1993","Comedy",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"137","942","Laura (1944)","1944","Crime|Film-Noir|Mystery",0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
"138","2994","City, The (1998)","1998","Drama",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"139","2359","Waking Ned Devine (1998)","1998","Comedy",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"140","857","Crows and Sparrows (1949)","1949","Drama",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"141","3253","Wayne's World (1992)","1992","Comedy",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"142","994","Big Night (1996)","1996","Drama",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"143","623","Modern Affair, A (1995)","1995","Romance",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"144","1995","Poltergeist II: The Other Side (1986)","1986","Horror|Thriller",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"145","480","Jurassic Park (1993)","1993","Action|Adventure|Sci-Fi",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"146","2067","Doctor Zhivago (1965)","1965","Drama|Romance|War",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
"147","152","Addiction, The (1995)","1995","Horror",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"148","2782","Pit and the Pendulum (1961)","1961","Horror",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"149","1683","Wings of the Dove, The (1997)","1997","Drama|Romance|Thriller",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
"150","2883","Mumford (1999)","1999","Comedy",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"151","2276","Soldier's Daughter Never Cries, A (1998)","1998","Drama",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"152","3531","All the Vermeers in New York (1990)","1990","Comedy|Drama|Romance",0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
"153","2271","Permanent Midnight (1998)","1998","Drama",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"154","2542","Lock, Stock & Two Smoking Barrels (1998)","1998","Comedy|Crime|Thriller",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
"155","1041","Secrets & Lies (1996)","1996","Drama",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"156","329","Star Trek: Generations (1994)","1994","Action|Adventure|Sci-Fi",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"157","3420","...And Justice for All (1979)","1979","Drama|Thriller",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"158","2905","Sanjuro (1962)","1962","Action|Adventure",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"159","3707","Nine 1/2 Weeks (1986)","1986","Drama",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"160","2024","Rapture, The (1991)","1991","Drama|Mystery",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"161","1281","Great Dictator, The (1940)","1940","Comedy",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"162","1856","Kurt & Courtney (1998)","1998","Documentary|Musical",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"163","1383","Adrenalin: Fear the Rush (1996)","1996","Action|Sci-Fi",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"164","997","Caught (1996)","1996","Drama|Thriller",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"165","2155","Slums of Beverly Hills, The (1998)","1998","Comedy",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"166","2938","Man Facing Southeast (Hombre Mirando al Sudeste) (1986)","1986","Drama",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"167","998","Set It Off (1996)","1996","Action|Crime",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"168","138","Neon Bible, The (1995)","1995","Drama",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"169","2571","Matrix, The (1999)","1999","Action|Sci-Fi|Thriller",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"170","1829","Chinese Box (1997)","1997","Drama|Romance",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"171","1626","Fire Down Below (1997)","1997","Action|Drama|Thriller",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"172","592","Batman (1989)","1989","Action|Adventure|Crime|Drama",1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"173","3223","Zed & Two Noughts, A (1985)","1985","Drama",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"174","1971","Nightmare on Elm Street 4: The Dream Master, A (1988)","1988","Horror",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"175","3787","Shower (Xizhao) (1999)","1999","Comedy",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"176","2312","Children of a Lesser God (1986)","1986","Drama",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"177","1861","Junk Mail (1997)","1997","Comedy|Thriller",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"178","687","Country Life (1994)","1994","Drama|Romance",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"179","3848","Silent Fall (1994)","1994","Drama|Thriller",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"180","1675","Incognito (1997)","1997","Crime|Thriller",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"181","2616","Dick Tracy (1990)","1990","Action|Crime",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"182","3831","Saving Grace (2000)","2000","Comedy",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"183","1876","Deep Impact (1998)","1998","Action|Drama|Sci-Fi|Thriller",1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
"184","347","Bitter Moon (1992)","1992","Drama",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"185","3817","Other Side of Sunday, The (Søndagsengler) (1996)","1996","Comedy|Drama",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"186","2575","Dreamlife of Angels, The (La Vie rêvée des anges) (1998)","1998","Drama",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"187","3060","Commitments, The (1991)","1991","Comedy|Drama",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"188","3160","Magnolia (1999)","1999","Drama",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"189","2988","Melvin and Howard (1980)","1980","Drama",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"190","3948","Meet the Parents (2000)","2000","Comedy",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"191","1953","French Connection, The (1971)","1971","Action|Crime|Drama|Thriller",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
"192","3304","Blue Collar (1978)","1978","Crime|Drama",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"193","3192","Terrorist, The (Malli) (1998)","1998","Drama",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"194","887","Talk of Angels (1998)","1998","Drama",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"195","2650","Ghost of Frankenstein, The (1942)","1942","Horror",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"196","2293","Shadrach (1998)","1998","Drama",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"197","557","Mamma Roma (1962)","1962","Drama",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"198","2943","Indochine (1992)","1992","Drama|Romance",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"199","2200","Under Capricorn (1949)","1949","Drama",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"200","1587","Conan the Barbarian (1982)","1982","Action|Adventure",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"201","2749","Morning After, The (1986)","1986","Drama|Mystery",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"202","3532","Freedom for Us (À nous la liberté ) (1931)","1931","Comedy",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"203","1346","Cat People (1982)","1982","Horror",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"204","2713","Lake Placid (1999)","1999","Horror|Thriller",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"205","714","Dead Man (1995)","1995","Western",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"206","2735","Golden Child, The (1986)","1986","Action|Adventure|Comedy",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"207","3729","Shaft (1971)","1971","Action|Crime",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"208","3570","Last September, The (1999)","1999","Drama",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"209","2826","13th Warrior, The (1999)","1999","Action|Horror|Thriller",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"210","720","Wallace & Gromit: The Best of Aardman Animation (1996)","1996","Animation",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"211","1480","Smilla's Sense of Snow (1997)","1997","Action|Drama|Thriller",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
